"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate","Struct"
770,625,0.000215946013496626,0.000192303179719751,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
780,625,0.000107985313997296,0.000101648081310981,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
790,625,0.00012197828786476,0.000119584681339583,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
800,625,5.39956803455724e-05,5.36072803656038e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
810,625,1.2e-05,1.25630098446469e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
820,625,6.5995644287477e-05,6.50762059514482e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
830,625,0.000133973741146735,0.00012467827452384,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
840,625,0.000121981946671893,0.000119751985116428,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
850,625,7.39915649615944e-05,7.146093617974e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
860,625,0.000135971445996341,0.00012834795916711,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
870,625,0.00010998042348462,0.000108812499241523,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
880,625,0.000187946247373251,0.000170338397538101,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
890,625,6.39962882152835e-05,6.0881532453112e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
900,625,0.000199940017994602,0.00019282461383115,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
910,625,0.000215930038667472,0.000209843523037985,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
920,625,4.79961603071754e-05,4.54474116964464e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
930,625,0.000159963848170313,0.000155512400271414,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
940,625,0.000109983502474629,0.000103001683078489,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
950,625,3.99988800313591e-05,3.95095466938402e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
960,625,2.79992720189275e-05,2.74751892006466e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
970,625,6.79919769467203e-05,6.44604287104439e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
980,625,8.99922606655828e-05,8.87108135874179e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
990,625,0.00014796922240174,0.000142597297101174,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1000,625,0.000375819606588837,0.000319658347511453,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1010,625,0.000261903095854534,0.000249767430825211,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1020,625,3.7997340186187e-05,3.6089723265176e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1030,625,2.99989200388786e-05,2.89889440986765e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1040,625,0.000155961321592245,0.000152897835053414,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1050,625,6.79941525028848e-05,6.56558742385883e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1060,625,5.59969761632872e-05,5.46925825248277e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1070,625,1.4e-05,1.34127695680776e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1080,625,3.79978721191613e-05,3.67725791957103e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1090,625,6.59947204223662e-05,6.17239426562626e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1100,625,0.00011198096323625,0.000109051218253105,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1110,625,9.7988437364391e-05,9.53353818780069e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1120,625,6e-06,6.1258120626645e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1130,625,4.99966002311843e-05,5.13108822926168e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1140,625,4.59985280471025e-05,4.65702434671628e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1150,625,0.000175960936672059,0.000163792971991036,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1160,625,0.000217924598089061,0.000203754292216337,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1170,625,0.000177954443662422,0.000176480047016363,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1180,625,0.000101986945670954,0.000100680874346279,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1190,625,9.79888292734628e-05,9.44418442210038e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1200,625,1.59994880163835e-05,1.63595377486757e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1210,625,0.000217927212311088,0.000207262322110454,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1220,625,4.19975641412798e-05,4.04192420837881e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1230,625,0.000119979843386311,0.000115491268121095,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1240,625,4.79972161614626e-05,4.74174620102859e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1250,625,5.59942885825646e-05,5.6405462897359e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1260,625,0.000165960501400667,0.000158404787882296,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1270,625,0.000113985865752647,0.000108906291457836,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1280,625,9.59884813822341e-05,9.25730135876874e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1290,625,0.00014796892652543,0.000143281584640295,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1300,625,7.79904851608104e-05,7.80941800996326e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1310,625,5.39967601943883e-05,5.07609043381782e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1320,625,6.59960402375857e-05,6.27865894875994e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1330,625,0.000237917680482553,0.000228505593067032,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1340,625,6.19966521807822e-05,5.76272078543175e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1350,625,0.000195934949596734,0.000189189547974113,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1360,625,1.4e-05,1.45699537682162e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1370,625,8e-06,8.20709040113731e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1380,625,0.000131979147294727,0.000125863058954672,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1390,625,4.79964482628285e-05,4.79669542785446e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1400,625,2.79992160219514e-05,2.82107261509255e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1410,625,4e-06,3.89937106918239e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1420,625,4.19976481317046e-05,3.99736676172347e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1430,625,0.000125977324081665,0.000120930808794476,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1440,625,0.000165959505880565,0.000163164602397162,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1450,625,0.000187945871588982,0.000165622940340913,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1460,625,0.000349844668966979,0.00032886314954526,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1470,625,0.000465714982430752,0.000423718412876515,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1480,625,0.00052762644048014,0.000444773904692902,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1490,625,0.000669380153977417,0.00061245301930804,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1500,625,0.000241917264295611,0.000223948104392084,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1510,625,0.000291875077466844,0.000267377657243202,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1520,625,0.000229922286267242,0.000217814072462905,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1530,625,8.79848666029443e-05,8.29853871705041e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1540,625,6.39946244515461e-05,6.42527566381751e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1550,625,0.000161964043982236,0.000154749940078008,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1560,625,0.000171955635446055,0.000163772433194489,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1570,625,7.79889255725687e-05,7.84121326245708e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1580,625,9.99826030270733e-05,9.51789578344263e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1590,625,1e-05,1.03035616200308e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1600,625,7.59951363112761e-05,7.69907061026947e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1610,625,0.000509635101267492,0.000446473742702903,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1620,625,0.000401770990535395,0.00036985583647279,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1630,625,0.000141974444599972,0.000135947482382873,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1640,625,9.39887213534376e-05,9.34856378149303e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1650,625,0.000107983370560934,0.000102074489900532,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1660,625,0.000101980215838127,0.000100508517196398,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1670,625,0.000231927174867092,0.000227925969582405,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1680,625,0.00011398472604671,0.000112604730700117,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1690,625,8e-06,8.00955570113606e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1700,625,1e-05,9.78796081195099e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1710,625,1.4e-05,1.40480444719596e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1720,625,2e-06,2.088772845953e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1730,625,5.59961922589264e-05,5.47090660261185e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1740,625,6.99916010078791e-05,6.86561490571437e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1750,625,3.59976961474466e-05,3.66508525909369e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1760,625,5.79953603711703e-05,5.85544275828035e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1770,625,0.000171955979269307,0.000166325482792075,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1780,625,0.000169964307495426,0.000164036272824039,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1790,625,8.19893413856199e-05,7.61833912872308e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1800,625,2e-06,1.99252801992528e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1810,625,0.000117976640625156,0.000115145072400846,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1820,625,1.4e-05,1.39426355506946e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1830,625,1e-05,1.02292700956418e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1840,625,5.19971921516238e-05,5.14653931038871e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1850,625,0.000337838513190695,0.000313771574465812,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1860,625,9.99844024332204e-05,9.0209611135199e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1870,625,4.99967002177856e-05,4.6460452177454e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1880,625,0.000205938630288174,0.000208083201951634,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1890,625,4.19976481317046e-05,4.09928890887823e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1900,625,4.99960003199744e-05,4.96085894928909e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1910,625,5.59970881514161e-05,5.46210647195557e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1920,625,0.000447709883995171,0.000397828432376577,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1930,625,3.59978401295922e-05,3.37026516594122e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1940,625,2.99992200202795e-05,2.90218239517541e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1950,625,0.000105983254645766,0.000100506716173963,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1960,625,0.00017595390007818,0.000172348252517087,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1970,625,8e-06,8.18572972440215e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1980,625,7.19930886634883e-05,6.63541103730609e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
1990,625,2e-06,2.00501253132832e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2000,625,6.39943684955724e-05,6.27865591509353e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2010,625,3.59977681383754e-05,3.56927068543744e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2020,625,8.39922727109106e-05,8.32534107590751e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2030,625,0.000115981674895367,0.000107135477206978,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2040,625,0.000115983530338692,0.000101863228688827,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2050,625,9.3984962406015e-05,8.45386144814603e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2060,625,6e-06,6.22596885948609e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2070,625,0.000127976452332771,0.000127541524126215,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2080,625,0.000271893961355071,0.000250372142993868,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2090,625,4.59974241442479e-05,4.069925414301e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2100,625,5.79964042229382e-05,5.60036285834123e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2110,625,1.99994000179995e-05,2.07549684078007e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2120,625,0.00022992090720792,0.000208702387361722,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2130,625,0.000345837456395494,0.000325928377881967,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2140,625,3.79983280735648e-05,3.54659186206508e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2150,625,1.4e-05,1.42644098406603e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2160,625,9.99840025595905e-05,9.18432099888693e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2170,625,1e-05,9.58994120630142e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2180,625,6.79955122961885e-05,6.64773537025773e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2190,625,5.19958403327734e-05,5.07279056515669e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2200,625,6.99956602690633e-05,6.61615878542704e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2210,625,0.000169963287929807,0.000155300014668196,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2220,625,0.000245916388427935,0.000226249953636985,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2230,625,0.000229931940145717,0.000207365487085416,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2240,625,0.000349825786758194,0.000302976262962082,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2250,625,0.000421730092740646,0.00038105160833935,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2260,625,6e-06,5.96630125745846e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2270,625,0.000181951964681324,0.000157778398345387,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2280,625,0.000513627106720521,0.000457927382180305,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2290,625,0.000171951509674272,0.000171113254337723,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2300,625,6.19949164168538e-05,6.20816933404085e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2310,625,3.4e-05,3.46310805352484e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2320,625,8.59900251570818e-05,8.44334846624921e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2330,625,0.000227933899169241,0.000215009664080502,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2340,625,0.00010198449835625,0.000100398903124236,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2350,625,0.000121976092685834,0.000116636076805212,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2360,625,8e-06,7.86401123379096e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2370,625,2.79982081146807e-05,2.81109477443498e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2380,625,0.000125981606685424,0.000124011017790347,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2390,625,2e-06,1.94884287454324e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2400,625,0.000165966806638672,0.000160667969541132,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2410,625,8.99892012958445e-05,8.6583846050992e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2420,625,0.000111978500127975,0.000105101540125947,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2430,625,0.000129977903756361,0.000125847133111442,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
2440,625,4.19975641412798e-05,4.15571284770742e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"16",TRUE
