"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate"
310,625,0.997649360544348,0.997492441458187,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
320,625,0.997205387583169,0.997065530251202,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
330,625,0.997390829116937,0.997277883376252,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
340,625,0.997808101532326,0.997696603404814,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
350,625,0.998445651869262,0.998424731510458,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
360,625,0.998436009734698,0.998363230029063,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
370,625,0.998597946002905,0.998562687539381,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
380,625,0.999081872627637,0.999051493513763,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
390,625,0.998886482894984,0.998836568409718,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
400,625,0.9982172803675,0.998149152738105,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
410,625,0.997460092606466,0.997377921136009,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
420,625,0.996782375046493,0.996636280069043,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
430,625,0.995990667615197,0.995723930490696,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
440,625,0.995074294848955,0.994793759671277,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
450,625,0.994641220222089,0.99430643030533,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
460,625,0.993410481528138,0.993053485297196,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
470,625,0.992928193844636,0.992557487784519,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
480,625,0.992732454177011,0.992438947047988,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
490,625,0.99340693593232,0.993125850511173,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
500,625,0.992693115680548,0.992317731359746,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
510,625,0.993497156261046,0.993169171594975,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
520,625,0.992417963766677,0.992041071389279,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
530,625,0.990670550181607,0.989916053787658,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
540,625,0.988373817194856,0.987483495586235,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
550,625,0.985585040028098,0.984494027936462,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
560,625,0.982949816094539,0.981413797421836,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
570,625,0.980566352926308,0.978866100956074,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
580,625,0.977518438987956,0.975437522146783,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
590,625,0.974044797606714,0.971704603356961,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
600,625,0.972408079879965,0.969834799242056,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
610,625,0.96861909479446,0.965685954607651,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
620,625,0.96525474154265,0.962119624424591,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
630,625,0.960591998384474,0.957180065187342,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
640,625,0.956612923935983,0.952824990285357,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
650,625,0.951105905380987,0.946199221412228,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
660,625,0.945575532971588,0.939833696997736,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
670,625,0.938984783083497,0.931827147119086,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
680,625,0.9307132945979,0.922151468392217,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
690,625,0.923976746224971,0.91463167497782,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
700,625,0.913971830507611,0.90275706276129,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
710,625,0.904915278451461,0.891044988469756,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
720,625,0.894671094148853,0.881232356767397,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
730,625,0.883881619759307,0.868593684394573,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
740,625,0.872020885972884,0.854668371646715,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
750,625,0.860421889935457,0.841511887836346,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
760,625,0.842138707497504,0.819868617963042,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
770,625,0.826725107989401,0.801636148041071,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
780,625,0.816343664347074,0.789943112874142,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
790,625,0.80371223867137,0.774303843469601,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
800,625,0.786221234093926,0.755615513539447,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
810,625,0.76662731544849,0.734045716382852,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
820,625,0.755810082609901,0.722225643303914,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
830,625,0.735799894254013,0.698638857634951,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
840,625,0.717069974294026,0.67803640799617,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
850,625,0.696108727156761,0.652090896125187,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
860,625,0.67844191283206,0.631457475583983,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
870,625,0.657098303823478,0.606398933977871,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
880,625,0.633967105656733,0.578877218929819,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
890,625,0.60690722890248,0.550031279569466,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
900,625,0.585283446939209,0.528880396543838,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
910,625,0.567377035070712,0.509231513889154,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
920,625,0.551692804391,0.49436454407344,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
930,625,0.538499203456754,0.479942423470679,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
940,625,0.517136618920794,0.459250454594353,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
950,625,0.488404208282103,0.431855368277339,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
960,625,0.472474023304648,0.411796338771313,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
970,625,0.444471058491338,0.383153500591201,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
980,625,0.417067785899846,0.357187447577232,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
990,625,0.39495864230848,0.334575254930042,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1000,625,0.370651343280346,0.315560141509652,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1010,625,0.354656799290518,0.300293863667221,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1020,625,0.330497492021993,0.277144230075194,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1030,625,0.304246385594321,0.256309090353471,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1040,625,0.292759136980132,0.244104471306251,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1050,625,0.274963839911521,0.229401232023416,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1060,625,0.265100550311163,0.221452966371869,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1070,625,0.26020499774421,0.216339605438755,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1080,625,0.239001460105842,0.197971213491741,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1090,625,0.221135955682825,0.185616471679832,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1100,625,0.199794945732709,0.165267285092955,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1110,625,0.178009186156296,0.147505051022973,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1120,625,0.159961516823074,0.133609616926427,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1130,625,0.145552633719196,0.119968790841043,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1140,625,0.13545219399696,0.112045859764743,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1150,625,0.130594766222541,0.10712925697329,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1160,625,0.124507874870402,0.101132117408566,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1170,625,0.119404105285206,0.097590416596712,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1180,625,0.111678794900691,0.0915293805777284,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1190,625,0.107835402712696,0.0885239902596717,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1200,625,0.101650593603418,0.084781964954189,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1210,625,0.0956245016491289,0.0799125815540054,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1220,625,0.0883874094103363,0.0735109759403428,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1230,625,0.0782679539474043,0.0659590315943912,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1240,625,0.0693751056930893,0.0587675375405097,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1250,625,0.0588810790803563,0.0499451946303895,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1260,625,0.0559298712661385,0.0467741024944719,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1270,625,0.0489816370664517,0.0405166331334593,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1280,625,0.0460518975061132,0.0384460123202046,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1290,625,0.0444116297849271,0.0368776384943541,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1300,625,0.0422645814517279,0.0351233166511924,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1310,625,0.0352308871431309,0.0293928313145058,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1320,625,0.0353892045672395,0.0289890574645278,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1330,625,0.0347035641342807,0.0281125557619135,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1340,625,0.0355303188603613,0.029061405117353,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1350,625,0.036250797073281,0.0293144395931794,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1360,625,0.0311087891920236,0.025264694991319,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1370,625,0.0270870174065803,0.0219309789012474,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1380,625,0.0250933604927494,0.0209030728751806,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1390,625,0.0236295006258698,0.0193655345016694,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1400,625,0.0181940094850472,0.0153613256356047,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1410,625,0.0155063688272573,0.0133830108679577,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1420,625,0.0167101408406574,0.0141271632717273,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1430,625,0.017527169657678,0.0144360925047301,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1440,625,0.0165869861980763,0.0139197625497459,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1450,625,0.0162138114313936,0.0136851014513332,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1460,625,0.0141660023796528,0.012127410280452,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1470,625,0.0114316906723631,0.00991241075660834,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1480,625,0.012388449789357,0.0103603953810575,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1490,625,0.0105298256275082,0.00902831129321341,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1500,625,0.01154369027682,0.009879985440594,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1510,625,0.0108581553566637,0.00917219040430134,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1520,625,0.00820097129264248,0.00703986054577739,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1530,625,0.00569434713486413,0.00498207041805036,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1540,625,0.00570085592237943,0.00505874410568018,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1550,625,0.00609497204487106,0.00527665693821479,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1560,625,0.00648060379872847,0.00556482653552944,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1570,625,0.0080715553875356,0.00695263085865983,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1580,625,0.00574906597529649,0.00501278355489324,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1590,625,0.00540353761922635,0.00466018328950799,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1600,625,0.00541024729437982,0.00449119545966028,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1610,625,0.00650764812287772,0.0055401963410484,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1620,625,0.00471161721787949,0.00409919020576593,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1630,625,0.00429832482685369,0.00367708875421302,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1640,625,0.00374581034496485,0.00320682109147644,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1650,625,0.00500692701096992,0.00427018407064858,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1660,625,0.00760320619038936,0.00629106008020815,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1670,625,0.00791178410236403,0.00649095813469443,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1680,625,0.00804270956111766,0.00654901582009032,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1690,625,0.00909518799490559,0.00761803534070974,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1700,625,0.00840455840455841,0.00712639453643662,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1710,625,0.0095888759552809,0.0078594853830044,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1720,625,0.00755658520827677,0.00623216131039021,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1730,625,0.00623910141069158,0.00543588884240286,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1740,625,0.00484753807076332,0.00421053230364407,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1750,625,0.00357991900383477,0.00306643592586711,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1760,625,0.00433838184921289,0.0035698583069091,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1770,625,0.00495251273915109,0.00400197347629657,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1780,625,0.00492134005147928,0.00395385600188938,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1790,625,0.005307300866932,0.00442638561347878,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1800,625,0.00614599974201486,0.00518813676756234,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1810,625,0.00550041898498405,0.00475891970552022,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1820,625,0.00505705574480341,0.00443734811563938,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1830,625,0.00419834651573038,0.00361049692990572,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1840,625,0.00274979824849807,0.00246134588743636,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1850,625,0.00250354303163912,0.00225402030888189,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1860,625,0.00210024951682294,0.00185625572499012,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1870,625,0.00162049648659598,0.0013788449370155,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1880,625,0.002315461137747,0.00181584445656391,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1890,625,0.00146297748850874,0.00132228366816658,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1900,625,0.00162249864791779,0.00145423755794293,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1910,625,0.00244632831440602,0.00204885568133796,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1920,625,0.0019846414680363,0.00174025189219638,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1930,625,0.00310080609001505,0.00255007609709143,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1940,625,0.00261313624186759,0.00225685780749845,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1950,625,0.00170050037023805,0.00146715092278316,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1960,625,0.000583481868101126,0.000528615195947052,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1970,625,0.000485672656629432,0.000448433767013182,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1980,625,0.000367816827220044,0.000330313665075764,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
1990,625,0.000305886821875906,0.000277102300661246,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2000,625,1e-05,1.02254177546457e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2010,625,1e-05,1.02619015629815e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2020,625,7.19932326361322e-05,7.31059593722924e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2030,625,3.1998976032767e-05,3.21894812121698e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2040,625,4.79975041297852e-05,4.76013872533731e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2050,625,0.000265888858457165,0.000234959378811448,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2060,625,0.000233919999360219,0.000213269585956266,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2070,625,0.000395783901989514,0.000359428341349159,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2080,625,0.00045775372849407,0.000409784985893414,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2090,625,0.000870946155152266,0.00076203735112612,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2100,625,0.00086502598074568,0.000783111598647933,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2110,625,0.00132557684552638,0.00120943164549671,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2120,625,0.00118415981564649,0.00106764457773547,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2130,625,0.00142543706415864,0.00118114076505535,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2140,625,0.00122810380772088,0.00105964297687019,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2150,625,0.000567552768418486,0.000513903141976517,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2160,625,0.000677372752830879,0.000639573394629019,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2170,625,0.00134755822449721,0.0011689867007623,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
2180,625,0.00158297335494534,0.00136944976707963,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,8
